"","Name","Ratings","Language","Year","Num_of_episodes","Genre","Duration","Network","Director","Screenwriter","Top_cast"
"https://mydramalist.com//3374-kaizoku-sentai-goukaiger","Kaizoku Sentai Goukaiger","8.2","Japanese",2011,51,"Action,Tokusatsu,Youth,Sci-Fi","Duration: 30 min.","","Yoshio Urasawa,Komura Junko,Arakawa Naruhisa,Shimoyama Kento,Inoue Toshiki","","Ozawa Ryota,Yamada Yuki,Ichimichi Mao,Shimizu Kazuki,Koike Yui,Ikeda Junya"
"https://mydramalist.com//61923-once-we-get-married","Once We Get Married","8.2","Chinese",2021,24,"Comedy,Romance,Drama","Duration: 45 min.","WeTV,MGTV","Comedy,Romance,Drama","Li Yao Bo","Wang Yu Wen,Wang Zi Qi,Ian Yi,Zhong Li Li,Yang Yue,Li Jun Chen"
"https://mydramalist.com//3380-rooftop-prince","Rooftop Prince","8.2","Korean",2012,20,"Historical,Comedy,Romance,Supernatural","Duration: 1 hr. 5 min.","Netflix,WeTV,Viki,SBS World,Apple TV,Kocowa","Lee Hee Myung","Ahn Gil Ho,Shin Yoon Sub","Park Yoo Chun,Han Ji Min,Jung Yoo Mi,Lee Tae Sung,Lee Tae Ri,Choi  Woo Shik"
"https://mydramalist.com//18664-when-a-snail-falls-in-love","When a Snail Falls in Love","8.2","Chinese",2016,21,"Thriller,Mystery,Romance,Crime","Duration: 33 min.","TencentVideo,YoYo English Channel","Zhu Zhu","Zhang Kai Zhou","Wang Kai,Wang Zi Wen,Yu Heng,Xu Yue,Zhang Lu,Li Long Jun"
"https://mydramalist.com//680749-to-my-star","To My Star","8.2","Korean",2021,9,"Comedy,Romance,Youth","Duration: 15 min.","WeTV,Viki","Hwang Da Seul","","Son Woo Hyun,Kim Kang Min,Kong Jae Hyun,Jeon Jae Yeong,Kim Jin Kwon,Han Ji Won"
"https://mydramalist.com//264-orange-days","Orange Days","8.2","Japanese",2004,11,"Friendship,Romance,Life,Youth","Duration: 45 min.","","Kitagawa Eriko","Doi Nobuhiro,Imai Natsuki,Shono Jiro","Tsumabuki Satoshi,Shibasaki Ko,Nagayama Eita,Narimiya Hiroki,Shiraishi Miho,Fubuki Jun"
"https://mydramalist.com//38491-half-of-half","A Piece of Your Mind","8.2","Korean",2020,12,"Romance,Life,Drama,Melodrama","Duration: 1 hr. 11 min.","WeTV,Viki,Apple TV","Lee Sook Yun","Lee Sang Yeob","Jung Hae In,Chae Soo Bin,Lee  Ha Na ,Kim Sung Gyu,Park Joo Hyun,Lee Sang Hee"
"https://mydramalist.com//18468-bring-it-on-ghost","Bring It On, Ghost","8.2","Korean",2016,16,"Horror,Comedy,Romance,Supernatural","Duration: 60 min.","Netflix,WeTV,K-DRAMA,Viki","Park Joon Hwa","","Ok Taec Yeon,Kim So Hyun,Kwon Yool,Kim  Sang Ho,Lee David,Kang Ki Young"
"https://mydramalist.com//51973-wo-jiu-shi-zhe-ban-nu-zi","A Girl Like Me","8.2","Chinese",2021,40,"Action,Historical,Comedy,Romance","Duration: 45 min.","Viki","Chen Wei Xiang","Rao Jun","Guan Xiao Tong,Neo Hou,Li Chung Lin,Xia Nan,Zhao Shun Ran,An Yong Chang"
"https://mydramalist.com//30917-dazzling","The Light in Your Eyes","8.2","Korean",2019,12,"Romance,Life,Drama,Melodrama","Duration: 60 min.","Netflix,Viki,Hulu","Kim Seok Yoon","Kim Soo Jin,Lee Nam Gyu","Han Ji Min,Kim Hye Ja,Nam Joo Hyuk,Son Ho Jun,Ahn Nae Sang,Lee Jung Eun"
"https://mydramalist.com//12360-falling-for-innocence","Falling for Innocence","8.2","Korean",2015,16,"Business,Comedy,Romance,Drama,Melodrama","Duration: 60 min.","WeTV,Viki,Apple TV","Yoo Hee Kyung","Ji Young Soo","Jung Kyung Ho,Kim So Yeon,Yoon Hyun Min,Lee Si Eon,Jo Eun Ji,Gong Hyun Joo"
"https://mydramalist.com//31239-the-world-owes-me-a-first-love","Lucky's First Love","8.2","Chinese",2019,24,"Comedy,Romance,Life,Youth","Duration: 50 min.","Viki","Comedy,Romance,Life,Youth","Chen Shi Yi","Bai Lu,Xing Zhao Lin,Chen Hao Lan,Zhai Zi Lu,Liu Ruo Yan,Huang Ji Dong"
"https://mydramalist.com//53487-the-silent-sea","The Silent Sea","8.2","Korean",2021,8,"Thriller,Mystery,Horror,Sci-Fi","Duration: 50 min.","Netflix","Choi Hang Yong","","Bae Doo Na,Gong Yoo,Lee Joon,Kim Sun Young,Lee Moo Saeng,Lee Sung Wook"
"https://mydramalist.com//133-mars","MARS","8.2","Taiwanese",2004,21,"Thriller,Psychological,Romance,Melodrama","Content Rating: 15+ - Teens 15 or older","","Tsai Yueh Hsun","","Barbie Hsu,Vic Zhou,Megan Lai,Xiu Jie Kai,Renzo Liu,Xiao Xiao"
"https://mydramalist.com//34415-in-a-class-of-her-own","In a Class of Her Own","8.2","Chinese",2020,36,"Historical,Romance","Duration: 45 min.","Viki","Zhi Lei","","Ju Jing Yi,Song Wei Long,Bi Wen Jun,Wang Rui Chang,Chen Yi Long,Zhu Sheng Yi"
"https://mydramalist.com//8556-ashita-mama-ga-inai","Ashita, Mama ga Inai","8.2","Japanese",2014,9,"Life,Youth,Drama,Family","Duration: 60 min.","","Nojima Shinji","","Ashida Mana,Suzuki Rio,Shirota Yu,Igarashi Hinata,Kimura Fumino,Mikami Hiroshi"
"https://mydramalist.com//16921-go-hos-starry-night","Go Ho's Starry Night","8.2","Korean",2016,20,"Business,Comedy,Romance,Drama","Duration: 20 min.","Viki,Kocowa","Shin Yoo Dam","Jo Soo Won","Kwon Yu Ri,Kim Young Kwang,Lee Ji Hoon,Shin Jae Ha,Kim Ji Hoon,Kang Rae Yeon"
"https://mydramalist.com//22477-school-2017","School 2017","8.2","Korean",2017,16,"Mystery,Comedy,Romance,Youth","Duration: 60 min.","Netflix,Viki,Apple TV,Kocowa","Song Min Yeop,Park Jin Suk","","Kim Se Jeong,Kim Jung Hyun,Jang Dong Yoon,Han Sun Hwa,Han Joo Wan,Seol In Ah"
