"","Name","Ratings","Language","Year","Num_of_episodes","Genre","Duration","Network","Director","Screenwriter","Top_cast"
"https://mydramalist.com//49231-move-to-heaven","Move to Heaven","9.2","Korean",2021,10,"Life,Drama,Family","Duration: 52 min.","Netflix","Kim Sung Ho","Yoon Ji Ryun","Lee Je Hoon,Tang Jun Sang,Hong Seung Hee,Jung Suk Yong,Jung Young Joo,Lee Moon Shik"
"https://mydramalist.com//36269-doctor-playbook","Hospital Playlist","9.1","Korean",2020,12,"Friendship,Romance,Life,Medical","Duration: 1 hr. 30 min.","Netflix","Shin Won Ho","","Jo Jung Suk,Yoo Yeon Seok,Jung Kyung Ho,Kim Dae Myung,Jeon Mi Do,Shin Hyun Bin"
"https://mydramalist.com//54625-flower-of-evil","Flower of Evil","9.1","Korean",2020,16,"Thriller,Romance,Crime,Melodrama","Duration: 1 hr. 10 min.","Netflix,WeTV,Viki,Hulu,Apple TV","Kim Chul Gyu,Yoon Jong Ho","","Lee Joon Gi,Moon Chae Won,Jang Hee Jin,Seo Hyun Woo,Nam Ki Ae,Son Jong Hak"
"https://mydramalist.com//9025-nirvana-in-fire","Nirvana in Fire","9.1","Chinese",2015,54,"Historical,Wuxia,Drama,Political","Duration: 45 min.","Prime Video,China Zone,China Zone - English,Viki","Kong Sheng,Li Xue","","Hu Ge,Liu Tao,Wang Kai,Chen Long,Victor Huang,Ding Yong Dai"
"https://mydramalist.com//57173-hospital-playlist-2","Hospital Playlist 2","9.1","Korean",2021,12,"Friendship,Romance,Life,Medical","Duration: 1 hr. 40 min.","Netflix,TVING","Shin Won Ho","","Jo Jung Suk,Yoo Yeon Seok,Jung Kyung Ho,Kim Dae Myung,Jeon Mi Do,Shin Hyun Bin"
"https://mydramalist.com//25172-my-ajusshi","My Mister","9.1","Korean",2018,16,"Psychological,Life,Drama,Family","Duration: 1 hr. 17 min.","Netflix,Viki,Apple TV","Park Hae Young","Kim Won Suk,Kim Sang Woo","Lee Sun Kyun,IU,Park Ho San,Song Sae Byuk,Lee Ji Ah,Kim Young Min"
"https://mydramalist.com//22624-wise-prison-life","Prison Playbook","9.1","Korean",2017,16,"Comedy,Crime,Life,Drama","Duration: 1 hr. 32 min.","Netflix","Shin Won Ho","","Park Hae Soo,Jung Kyung Ho,Krystal Jung,Im Hwa Young,Ye Soo Jung,Kim Kyung Nam"
"https://mydramalist.com//28723-the-untamed","The Untamed","9.0","Chinese",2019,50,"Historical,Mystery,Wuxia,Fantasy","Duration: 45 min.","WeTV,TencentVideo,Prime Video,Apple TV,Netflix","Steve Cheng,Chan Ka Lam","","Xiao Zhan,Wang Yi Bo,Wang Zhuo Cheng,Xuan Lu,Liu Hai Kuan,Zhu Zan Jin"
"https://mydramalist.com//697563-kai-duan","Reset","9.0","Chinese",2022,15,"Thriller,Mystery,Sci-Fi","Duration: 45 min.","YoYo English Channel,YoYo TV","Lao Suan","Sun Mo Long","Bai Jing Ting,Zhao Jin Mai,Liu Yi Jun,Liu Tao,Huang Jue,Liu Dan"
"https://mydramalist.com//13544-reply-1988","Reply 1988","9.0","Korean",2015,20,"Comedy,Romance,Life,Youth","Duration: 1 hr. 40 min.","Netflix,Viki,Apple TV","Shin Won Ho,Yoo Hak Chan","","Lee Hye Ri,Go Kyung Pyo,Ryu Joon Yeol,Park Bo Gum,Lee Dong Hwi,Sung Dong Il"
"https://mydramalist.com//28674-joy-of-life","Joy of Life","9.0","Chinese",2019,46,"Historical,Mystery,Romance,Wuxia","Duration: 45 min.","WeTV,Prime Video,TencentVideo,YoYo English Channel,YoYo TV,TencentVideo","Sun Hao","","Zhang Ruo Yun,Li Qin,Chen Dao Ming,Wu Gang,Cui Zhi Gang,Yu Yang"
"https://mydramalist.com//49865-psycho-but-it-s-okay","It's Okay to Not Be Okay","9.0","Korean",2020,16,"Psychological,Comedy,Romance,Drama","Duration: 1 hr. 15 min.","Netflix","Park Shin Woo,Jung Dong Yoon","","Kim Soo Hyun,Seo Yea Ji,Oh Jung Se,Park Gyu Young,Jang Young Nam,Kim Chang Wan"
"https://mydramalist.com//40911-go-ahead","Go Ahead","9.0","Chinese",2020,46,"Comedy,Romance,Drama,Melodrama","Duration: 35 min.","WeTV,Viki,TVING,China Huace TV,MGTV","Ding Zi Guang","Wang Xiong Cheng,Shui Qian Mo","Tan Song Yun,Song Wei Long,Zhang Xin Cheng,Tu Song Yan,Zhang Xi Lin,Sun Yi"
"https://mydramalist.com//21308-mother","Mother","9.0","Korean",2018,16,"Thriller,Mystery,Psychological,Melodrama","Duration: 1 hr. 3 min.","Viki,K-DRAMA","Kim Chul Gyu,Yoon Hyun Gi","","Lee Bo Young,Heo Yool,Lee Hye Young,Go Sung Hee,Lee Jae Yoon,Go Bo Gyeol"
"https://mydramalist.com//58365-queen-cheorin","Mr. Queen","9.0","Korean",2020,20,"Historical,Comedy,Romance,Fantasy","Duration: 1 hr. 20 min.","Viki,Hulu,Prime Video","Yoon Sung Shik","","Shin Hye Sun,Kim Jung Hyun,Bae Jong Ok,Kim Tae Woo,Jo Yun Hee,Seol In Ah"
"https://mydramalist.com//2-1-litre-no-namida","1 Litre no Namida","9.0","Japanese",2005,11,"Romance,Drama,Family,Melodrama","Duration: 45 min.","","Murakami Shosuke,Kinoshita Takao","","Sawajiri Erika,Nishikido Ryo,Yakushimaru Hiroko,Jinnai Takanori,Narumi Riko,Sanada Yuma"
"https://mydramalist.com//39715-some-day-or-one-day","Someday or One Day","9.0","Taiwanese",2019,13,"Thriller,Romance,Sci-Fi","Duration: 1 hr. 12 min.","Netflix,Viki","Tien Jen Huang","","Ko Chia Yen,Greg Hsu,Patrick Shih,Yan Yu Lin,Zhang Guang Chen,Berry Kuo"
"https://mydramalist.com//13239-signal","Signal","9.0","Korean",2016,16,"Thriller,Mystery,Sci-Fi","Duration: 1 hr. 15 min.","Netflix,WeTV,Viki","Kim Eun Hee","","Lee Je Hoon,Kim Hye Soo,Jo Jin Woong,Kim Won Hae,Lee Yoo Joon,Jang Hyun Sung"
"https://mydramalist.com//59381-navillera","Navillera","9.0","Korean",2021,12,"Friendship,Life,Drama,Family","Duration: 1 hr. 5 min.","Netflix,TVING","Han Dong Hwa","Lee Eun Mi","Park In Hwan,Song Kang,Na Moon Hee,Hong Seung Hee,Kim Tae Hoon,Yoon  Ji Hye"
"https://mydramalist.com//61371-vincenzo","Vincenzo","9.0","Korean",2021,20,"Comedy,Law,Crime,Drama","Duration: 1 hr. 25 min.","Netflix,TVING","Park Jae Bum","","Song Joong Ki,Jeon Yeo Been,Ok Taec Yeon,Kim Yeo Jin,Jo Han Chul,Kwak Dong Yeon"
"https://mydramalist.com//35729-emergency-lands-of-love","Crash Landing on You","9.0","Korean",2019,16,"Military,Comedy,Romance,Political","Duration: 1 hr. 25 min.","Netflix","Park Ji Eun","","Hyun Bin,Son Ye Jin,Seo Ji Hye,Kim Jung Hyun,Yang Kyung Won,Lee Shin Young"
"https://mydramalist.com//690709-happiness","Happiness","8.9","Korean",2021,12,"Action,Thriller,Drama,Fantasy","Duration: 1 hr. 5 min.","Netflix,WeTV,Viki,TVING","Han Sang Woon","Ahn Gil Ho","Han Hyo Joo,Park Hyung Sik,Jo  Woo Jin,Lee Joon Hyuk,Park Joo Hee,Baek Hyun Jin"
"https://mydramalist.com//30740-sky-castle","SKY Castle","8.9","Korean",2018,20,"Mystery,Psychological,Drama,Family","Duration: 1 hr. 15 min.","Netflix,WeTV,Viki","Jo Hyun Taek","Yoo Hyun Mi","Yeom Jung Ah,Lee Tae Ran,Yoon Se Ah,Oh Na Ra,Kim Seo Hyung,Jung Joon Ho"
"https://mydramalist.com//32220-kingdom-2","Kingdom: Season 2","8.9","Korean",2020,6,"Thriller,Historical,Horror,Supernatural","Duration: 45 min.","Netflix","Kim Eun Hee","","Joo Ji Hoon,Bae Doo Na,Kim Sung Gyu,Ryu Seung Ryong,Kim  Sang Ho,Jun Suk Ho"
"https://mydramalist.com//23920-mr.-sunshine","Mr. Sunshine","8.9","Korean",2018,24,"Military,Historical,Romance,Melodrama","Duration: 1 hr. 20 min.","Netflix","Kim Eun Sook","","Lee Byung Hun,Kim Tae Ri,Yoo Yeon Seok,Byun Yo Han,Kim Min Jung,Kim Gab Soo"
"https://mydramalist.com//61399-dress-sleeved-red","The Red Sleeve","8.9","Korean",2021,17,"Historical,Romance,Drama,Melodrama","Duration: 1 hr. 20 min.","Viki,Apple TV","Jung Hae Ri","","Lee Jun Ho,Lee Se Young,Kang Hoon,Lee Deok Hwa,Park Ji Young,Jang Hee Jin"
"https://mydramalist.com//10814-healer","Healer","8.9","Korean",2014,20,"Action,Thriller,Mystery,Romance","Duration: 60 min.","Netflix,Viki,Apple TV,Kocowa","Lee Jung Sub,Kim Jin Woo","Song Ji Na","Ji Chang Wook,Park Min Young,Yoo Ji Tae,Kim  Mi Kyung,Park Sang Won,Do Ji Won"
"https://mydramalist.com//16547-eternal-love","Eternal Love","8.9","Chinese",2017,58,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","Viki,Croton MEGA HIT,Netflix","Lin Yu Fen,Yu Cui Hua,Guo Hu","","Yang Mi,Mark Chao,Gao Wei Guang,Dilraba Dilmurat,Ken Chang,Maggie Huang"
"https://mydramalist.com//21934-stranger","Stranger","8.9","Korean",2017,16,"Thriller,Mystery,Law,Drama","Duration: 1 hr. 10 min.","Netflix,K-DRAMA","Ahn Gil Ho","","Jo Seung Woo,Bae Doo Na,Lee Joon Hyuk,Yoo Jae Myung,Shin Hye Sun,Choi Jae Woong"
"https://mydramalist.com//23911-the-story-of-ming-lan","The Story of Ming Lan","8.9","Chinese",2018,78,"Historical,Romance,Life,Drama","Duration: 47 min.","WeTV,Viki,CN Drama <U+611F><U+8C22><U+8BA2><U+9605><U+4E2D><U+5267><U+72EC><U+64AD>,CN Drama,CN Drama <U+4E2D><U+5267><U+7ECF><U+5178>","Wu Tong,Zeng Lu","Zhang Kai Zhou","Zhao Li Ying,Feng Shao Feng,Zhu Yi Long,Karlina Zhang,Kira Shi,Cao Cui Fen"
"https://mydramalist.com//18452-goblin","Goblin","8.8","Korean",2016,16,"Comedy,Romance,Fantasy,Melodrama","Duration: 1 hr. 22 min.","Netflix,Viki,Prime Video,Apple TV","Kim Eun Sook","","Gong Yoo,Kim Go Eun,Lee Dong Wook,Yoo In Na,Yook Sung Jae,Lee El"
"https://mydramalist.com//694231-us-that-year","Our Beloved Summer","8.8","Korean",2021,16,"Romance,Youth,Drama","Duration: 60 min.","Netflix","Lee Na Eun","","Choi  Woo Shik,Kim Da Mi,Kim Sung Cheol,Roh Jeong Eui,Ahn Dong Goo,Park Jin Joo"
"https://mydramalist.com//62085-a-wonderful-rumor","The Uncanny Counter","8.8","Korean",2020,16,"Action,Mystery,Drama,Supernatural","Duration: 1 hr. 10 min.","Netflix","Kim Sae Bom,Yeo Ji Na","","Cho Byeong Kyu,Yoo  Joon Sang,Kim Se Jeong,Yeom Hye Ran,Ahn Suk Hwan,Lee Hong Nae"
"https://mydramalist.com//45437-qi-hun","Hikaru no Go","8.8","Chinese",2020,36,"Comedy,Drama,Sports,Supernatural","Duration: 50 min.","","Lu Yang,Zhuo Yue Pao Mo","Liu Chang","Hu Xian Xu,Zhang Chao,Hao Fu Shen,Zhao Hao Hong,Han Mu Bo,Zhai Guan Hua"
"https://mydramalist.com//59001-d-p-dog-day","D.P.","8.8","Korean",2021,6,"Action,Military,Comedy,Drama","Duration: 50 min.","Netflix","Han Jun Hee","","Jung Hae In,Koo Kyo Hwan,Kim Sung Kyun,Son Seok Koo,Hong Kyung,Jo Hyun Chul"
"https://mydramalist.com//683929-mr-hong","Hometown Cha-Cha-Cha","8.8","Korean",2021,16,"Comedy,Romance,Life,Drama","Duration: 1 hr. 20 min.","Netflix,TVING","Yoo Je Won","","Shin Min Ah,Kim Seon Ho,Lee Sang Yi,In Gyo Jin,Lee Bong Ryun,Jo Han Chul"
"https://mydramalist.com//22806-kingdom","Kingdom","8.8","Korean",2019,6,"Thriller,Historical,Horror,Political","Duration: 51 min.","Netflix","Kim Eun Hee","","Joo Ji Hoon,Ryu Seung Ryong,Bae Doo Na,Kim Sung Gyu,Kim Chan Yi,Kim  Sang Ho"
"https://mydramalist.com//19262-weightlifting-fairy-kim-bok-joo","Weightlifting Fairy Kim Bok Joo","8.8","Korean",2016,16,"Comedy,Romance,Youth,Sports","Duration: 60 min.","Netflix,WeTV,Viki,Prime Video,iWant TFC,Apple TV,Kocowa","Yang Hee Seung,Kim Soo Jin","","Lee Sung Kyung,Nam Joo Hyuk,Lee Jae Yoon,Kyung Soo Jin,Cho Hye Jung,Lee Joo Young"
"https://mydramalist.com//53535-penthouse","The Penthouse: War in Life","8.8","Korean",2020,21,"Thriller,Mystery,Drama,Family","Duration: 1 hr. 25 min.","Netflix,Kocowa,WeTV,Viki,Prime Video,SBS World","Kim Soon Ok","","Lee Ji Ah,Kim So Yeon,Eugene,Uhm Ki Joon,Bong Tae Kyu,Shin Eun Kyung"
"https://mydramalist.com//62337-you-are-my-glory","You Are My Glory","8.8","Chinese",2021,32,"Comedy,Romance,Life,Youth","Duration: 35 min.","WeTV,TencentVideo,Prime Video,iflix","Wang Zhi","Gu Man","Yang Yang,Dilraba Dilmurat,Pan Yue Ming,Hu Ke,Wang Yan Lin,Sun Ya Li"
"https://mydramalist.com//39661-love-and-redemption","Love and Redemption","8.8","Chinese",2020,59,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","Netflix,WeTV,Viki,Prime Video,YOUKU (<U+4F18><U+9177>),<U+71B1><U+9EDE><U+5287><U+5834>Hotspot!","Yin Tao,Mai Guan Zhi","","Cheng Yi,Yuan Bing Yan,Liu Xue Yi,Zhang Yu Xi,Bai Shu,Hou Meng Yao"
"https://mydramalist.com//26949-life-on-mars","Life on Mars","8.8","Korean",2018,16,"Action,Mystery,Psychological,Comedy","Duration: 1 hr. 5 min.","K-DRAMA","Lee Dae II","Lee Jeong Hyo","Jung Kyung Ho,Park Sung Woong,Go Ah Sung,Oh Dae Hwan,Noh Jong Hyun,Jun Suk Ho"
"https://mydramalist.com//74275-youth-of-may","Youth of May","8.8","Korean",2021,12,"Historical,Romance,Youth,Drama","Duration: 1 hr. 10 min.","Viki","Lee Kang","Song Min Yeop","Lee Do Hyun,Go Min Si,Lee Sang Yi,Geum Sae Rok,Oh Man Suk,Uhm Hyo Sub"
"https://mydramalist.com//52921-model-taxi","Taxi Driver","8.8","Korean",2021,16,"Action,Thriller,Mystery,Drama","Duration: 1 hr. 5 min.","Netflix,Kocowa,Viki,Prime Video","Oh Sang Ho,Lee Ji Hyun","","Lee Je Hoon,Esom,Kim Eui Sung,Pyo Ye Jin,Cha Ji Yeon,Jang Hyuk Jin"
"https://mydramalist.com//62087-the-demon-judge","The Devil Judge","8.8","Korean",2021,16,"Mystery,Law,Crime,Drama","Duration: 1 hr. 10 min.","Netflix,WeTV,Viki,TVING","Moon Yoo Seok","Choi Jung Gyu","Ji Sung,Kim Min Jung,Park Jin Young,Park Gyu Young,Jeon Chae Eun,Kim Jae Kyung"
"https://mydramalist.com//60911-monster","Beyond Evil","8.8","Korean",2021,16,"Thriller,Mystery,Psychological,Drama","Duration: 1 hr. 5 min.","Netflix,Viki","Shim Na Yeon","Kim Soo Jin","Shin Ha Kyun,Yeo Jin Goo,Choi Dae Hoon,Kim Shin Rok,Choi Sung Eun,Choi Jin Ho"
"https://mydramalist.com//28565-the-tale-of-yanxi-palace","Story of Yanxi Palace","8.8","Chinese",2018,70,"Historical,Romance,Drama","Duration: 45 min.","WeTV,Viki,iWant TFC,MZTV,MZTV Exclusive,Tubi","Hui Kai Dong,Wen De Guang,Guo Hao","","Wu Jin Yan,Nie Yuan,Qin Lan,Xu Kai,Charmaine Sheh,Tan Zhuo"
"https://mydramalist.com//75433-rocket-boy-squad","Racket Boys","8.8","Korean",2021,16,"Friendship,Comedy,Youth,Sports","Duration: 1 hr. 15 min.","Netflix","Jung Bo Hoon","Jo Young Kwang","Kim Sang Kyung,Oh Na Ra,Tang Jun Sang,Son Sang Yeon,Choi Hyun Wook,Kim Kang Hoon"
"https://mydramalist.com//58953-mouse","Mouse","8.8","Korean",2021,20,"Thriller,Mystery,Psychological,Sci-Fi","Duration: 1 hr. 15 min.","WeTV,Viki,TVING,Apple TV","Choi Ran","","Lee Seung Gi,Lee Hee Joon,Park Joo Hyun,Kyung Soo Jin,Woo Ji Hyun,Ahn Jae Wook"
"https://mydramalist.com//39537-imawa-no-kuni-no-arisu","Imawa no Kuni no Alice","8.8","Japanese",2020,8,"Action,Thriller,Sci-Fi","Duration: 48 min.","Netflix","Sato Shinsuke","","Yamazaki Kento,Tsuchiya Tao,Murakami Nijiro,Morinaga Yuki,Machida Keita,Miyoshi Ayaka"
"https://mydramalist.com//14324-six-flying-dragons","Six Flying Dragons","8.8","Korean",2015,50,"Action,Historical,Drama,Political","Duration: 60 min.","Netflix,Viki,Prime Video,SBS World,SBS VOD","Kim Young Hyun,Park Sang Yeon","","Yoo Ah In,Kim Myung Min,Shin Se Kyung,Byun Yo Han,Yoon Kyun Sang,Chun Ho Jin"
"https://mydramalist.com//680959-the-penthouse-season-2","The Penthouse 2: War in Life","8.8","Korean",2021,13,"Thriller,Mystery,Drama,Family","Duration: 1 hr. 15 min.","Netflix,Kocowa,WeTV,Viki,Prime Video,SBS World","Kim Soon Ok","","Kim So Yeon,Eugene,Lee Ji Ah,Uhm Ki Joon,Yoon Jong Hoon,Shin Eun Kyung"
"https://mydramalist.com//28686-hand","The Guest","8.7","Korean",2018,16,"Thriller,Mystery,Horror,Supernatural","Duration: 1 hr. 7 min.","Netflix,WeTV,K-DRAMA","Kim Hong Seon","","Kim Dong Wook,Kim Jae Wook,Jung Eun Chae,Lee Won Jong,Park Ho San,Ahn Nae Sang"
"https://mydramalist.com//52941-eighteen-again","18 Again","8.7","Korean",2020,16,"Romance,Life,Drama,Fantasy","Duration: 1 hr. 10 min.","Netflix,WeTV","Ha Byung Hoon","","Kim Ha Neul,Yoon Sang Hyun,Lee Do Hyun,Roh Jeong Eui,Ryeoun,Wi Ha Joon"
"https://mydramalist.com//22403-chicago-typewriter","Chicago Typewriter","8.7","Korean",2017,16,"Comedy,Romance,Supernatural,Political","Duration: 1 hr. 10 min.","WeTV,Viki,Apple TV","Jin Soo Wan","","Yoo Ah In,Im Soo Jung,Go Kyung Pyo,Kwak Shi Yang,Jo  Woo Jin,Oh Na Ra"
"https://mydramalist.com//34064-sweet-home","Sweet Home","8.7","Korean",2020,10,"Horror,Drama,Sci-Fi,Supernatural","Duration: 52 min.","Netflix","Lee Eung Bok","","Song Kang,Lee Jin Wook,Lee Si Young,Lee Do Hyun,Kim Nam Hee,Go Min Si"
"https://mydramalist.com//21576-while-you-were-sleeping","While You Were Sleeping","8.7","Korean",2017,32,"Mystery,Romance,Drama,Fantasy","Duration: 30 min.","WeTV,Viki,Hulu,iflix,Apple TV","Oh Choong Hwan,Park Soo Jin","Park Hye Ryun","Bae Suzy,Lee Jong Suk,Jung Hae In,Lee Sang Yeob,Hwang Young Hee,Shin Jae Ha"
"https://mydramalist.com//15845-dear-my-friends","Dear My Friends","8.7","Korean",2016,16,"Life,Drama,Family,Melodrama","Duration: 1 hr. 10 min.","Netflix,Prime Video,K-DRAMA","Noh Hee Kyung","","Go Hyun Jung,Kim Hye Ja,Na Moon Hee,Go Doo Shim,Park Won Sook,Youn Yuh Jung"
"https://mydramalist.com//19684-defendant","Defendant","8.7","Korean",2017,18,"Thriller,Mystery,Law,Drama","Duration: 1 hr. 10 min.","Netflix,Viki,SBS VOD,Kocowa","Jo Young Kwang,Jung Dong Yoon","Choi Soo Jin,Choi Chang Hwan","Ji Sung,Uhm Ki Joon,Kwon Yu Ri,Oh Chang Seok,Uhm Hyun Kyung,Jung Dong Gyu"
"https://mydramalist.com//38301-romantic-doctor-teacher-kim-2","Dr. Romantic 2","8.7","Korean",2020,16,"Romance,Drama,Medical,Melodrama","Duration: 1 hr. 10 min.","Netflix,WeTV,Viki,SBS World,Apple TV,Kocowa","Kang Eun Kyung","","Han Seok Kyu,Ahn Hyo Seop,Lee Sung Kyung,Kim Joo Heon,Shin Dong Wook,So Ju Yeon"
"https://mydramalist.com//10873-kill-me-heal-me","Kill Me, Heal Me","8.7","Korean",2015,20,"Psychological,Comedy,Romance,Drama","Duration: 1 hr. 2 min.","WeTV,Viki,China Huace TV,Apple TV,Kocowa","Jin Soo Wan","","Ji Sung,Hwang Jung Eum,Park Seo Joon,Kim Yoo Ri,Oh Min Suk,Kim Young Ae"
"https://mydramalist.com//34665-arthdal-chronicles-season-2","Arthdal Chronicles Part 2: The Sky Turning Inside Out, Rising Land","8.7","Korean",2019,6,"Historical,Romance,Fantasy,Political","Duration: 1 hr. 21 min.","Netflix","Kim Won Suk","","Song Joong Ki,Jang Dong Gun,Kim Ji Won,Kim Ok Bin,Kim Eui Sung,Park Hae Joon"
"https://mydramalist.com//63781-love-your-bones-forever-2","One and Only","8.7","Chinese",2021,24,"Historical,Romance,Wuxia","Duration: 45 min.","WeTV","Mo Bao Fei Bao","","Ren Jia Lun,Bai Lu,Wang Xing Yue,Li Yi Ru,Su Meng Yun,Wu Man Si"
"https://mydramalist.com//34667-arthdal-chronicles-season-3","Arthdal Chronicles Part 3: The Prelude To All Legends","8.7","Korean",2019,6,"Historical,Romance,Fantasy,Political","Duration: 1 hr. 20 min.","Netflix","Kim Won Suk","","Song Joong Ki,Jang Dong Gun,Kim Ji Won,Kim Ok Bin,Kim Sung Cheol,Kim Eui Sung"
"https://mydramalist.com//59487-sword-snow-stride","Sword Snow Stride","8.7","Chinese",2021,38,"Action,Historical,Wuxia,Fantasy","Duration: 45 min.","WeTV,Viki,iflix,MZTV Exclusive","Action,Historical,Wuxia,Fantasy","Wang Juan","Zhang Ruo Yun,Hu Jun,Teresa Li,Qiu Xin Zhi,Gao Tai Yu,Ding Xiao Ying"
"https://mydramalist.com//10619-incomplete-life","Misaeng: Incomplete Life","8.7","Korean",2014,20,"Friendship,Business,Life,Drama","Duration: 1 hr. 20 min.","Netflix,WeTV,Viki","Kim Won Suk","","Im Si Wan,Lee Sung Min,Kang So Ra,Kang Ha Neul,Byun Yo Han,Kim Dae Myung"
"https://mydramalist.com//49241-falling-into-your-smile","Falling Into Your Smile","8.7","Chinese",2021,31,"Comedy,Romance,Youth,Sports","Duration: 45 min.","TencentVideo,YOUKU","Comedy,Romance,Youth,Sports","Qiu Zhong Wei","Xu Kai,Cheng Xiao,Zhai Xiao Wen,Yao Chi,Rachel Wang,Zhou Yi Ran"
"https://mydramalist.com//53953-princess-changge","The Long Ballad","8.7","Chinese",2021,49,"Action,Historical,Romance,War","Duration: 45 min.","TencentVideo,Viki,China Huace TV","Chu Yui Bun","Chang Jiang,Pei Yu Fei","Dilraba Dilmurat,Leo Wu,Liu Yu Ning,Zhao Lu Si,Alen Fang,Yi Da Qian"
"https://mydramalist.com//65391-nemesis","My Name","8.7","Korean",2021,8,"Action,Thriller,Mystery,Crime","Duration: 50 min.","Netflix","Kim Ba Da","Kim Jin Min","Han So Hee,Park Hee Soon ,Ahn Bo Hyun,Lee Hak Joo,Kim  Sang Ho,Chang Ryul"
"https://mydramalist.com//15999-moon-lovers-scarlet-heart-ryeo","Moon Lovers: Scarlet Heart Ryeo","8.7","Korean",2016,20,"Historical,Romance,Fantasy,Melodrama","Duration: 60 min.","SBS VOD","Kim Kyu Tae","","Lee Joon Gi,IU,Kang Ha Neul,Hong Jong Hyun,Nam Joo Hyuk,Byun Baek Hyun"
"https://mydramalist.com//19510-romantic-doctor-teacher-kim","Dr. Romantic","8.7","Korean",2016,20,"Romance,Drama,Medical","Duration: 60 min.","Netflix,WeTV,Viki,SBS World,SBS VOD,Kocowa","Kang Eun Kyung","","Han Seok Kyu,Yoo Yeon Seok,Seo Hyun Jin,Choi Jin Ho,Yang Se Jong,Jang Hyuk Jin"
"https://mydramalist.com//29565-hot-blooded-priest","The Fiery Priest","8.7","Korean",2019,40,"Action,Mystery,Comedy,Crime","Duration: 35 min.","Netflix,SBS World,Apple TV,Kocowa","Lee Myung Woo","","Kim Nam Gil,Kim Sung Kyun,Lee Ha Nee,Go Jun,Geum Sae Rok,Jeon Sung Woo"
"https://mydramalist.com//39221-stove-league","Hot Stove League","8.7","Korean",2019,16,"Drama,Sports,Melodrama","Duration: 1 hr. 2 min.","Netflix,Kocowa,Viki,SBS World","Lee Shin Hwa","Jung Dong Yoon","Namkoong Min,Park Eun Bin,Cho Byeong Kyu,Oh Jung Se,Son Jong Hak,Kim Do Hyun"
"https://mydramalist.com//18894-strong-woman-do-bong-soon","Strong Woman Do Bong Soon","8.7","Korean",2017,16,"Action,Comedy,Romance,Supernatural","Duration: 1 hr. 7 min.","Netflix,WeTV,Viki,iflix,Apple TV","Baek Mi Kyung","","Park Bo Young,Park Hyung Sik,Kim Ji Soo,Jun Suk Ho,Shim Hye Jin,Yoo Jae Myung"
"https://mydramalist.com//32925-hotel-del-luna","Hotel del Luna","8.7","Korean",2019,16,"Horror,Comedy,Romance,Fantasy","Duration: 1 hr. 20 min.","Netflix,WeTV,Viki,Prime Video,Apple TV,K-DRAMA","Hong Jung Eun,Hong Mi Ran","Oh Choong Hwan","IU,Yeo Jin Goo,Shin Jung Keun,Bae Hae Seon,P.O,Jo Hyun Chul"
"https://mydramalist.com//10904-descendants-of-the-sun","Descendants of the Sun","8.7","Korean",2016,16,"Action,Comedy,Romance,Melodrama","Duration: 60 min.","Netflix,WeTV,Viki,Hulu,Apple TV,iflix","Kim Eun Sook,Kim Won Seok","","Song Joong Ki,Song Hye Kyo,Jin Goo,Kim Ji Won,Lee Seung Jun,Seo Jung Yeon"
"https://mydramalist.com//62623-law-school","Law School","8.7","Korean",2021,16,"Mystery,Law,Crime,Drama","Duration: 1 hr. 5 min.","Netflix","Kim Seok Yoon","","Kim Myung Min,Kim Bum,Ryu Hye Young,Lee Jung Eun,Lee Soo Kyung,Lee David"
"https://mydramalist.com//24015-live","Live","8.7","Korean",2018,18,"Comedy,Romance,Life","Duration: 1 hr. 15 min.","Netflix,K-DRAMA","Noh Hee Kyung","","Lee Kwang Soo,Jung Yu Mi,Bae Sung Woo,Bae Jong Ok,Sung Dong Il,Jang Hyun Sung"
"https://mydramalist.com//23281-heavy-sweetness-ash-like-frost","Ashes of Love","8.7","Chinese",2018,63,"Historical,Romance,Wuxia,Fantasy","Duration: 45 min.","Netflix,WeTV,Viki,KUKAN,MZTV,MZTV Exclusive,China JiangsuTV","Zhang Yuan Ang,Bai Yi Cong,Ma Jia","","Yang Zi,Deng Lun,Luo Yun Xi,Wang Yi Fei,Chen Yu Qi,Zhou Ting Wei"
"https://mydramalist.com//21687-tunnel","Tunnel","8.7","Korean",2017,16,"Thriller,Mystery,Sci-Fi,Fantasy","Duration: 60 min.","Netflix,WeTV,Viki,K-DRAMA","Lee Eun Mi","","Choi Jin Hyuk,Yoon Hyun Min,Lee Yoo Young,Jo Hee Bong,Kim Byung Chul,Kang Ki Young"
"https://mydramalist.com//49877-love-to-be-loved-by-you","You Are My Hero","8.7","Chinese",2021,40,"Military,Romance,Drama,Medical","Duration: 45 min.","Viki,Croton MEGA HIT","Zhang Tong","Qin Wen","Ma Si Chun,Bai Jing Ting,Chen Hao,Jiang Pei Yao,Wang Yang,Zhang Yao"
"https://mydramalist.com//33075-strangers-from-hell","Strangers from Hell","8.7","Korean",2019,10,"Thriller,Horror,Psychological,Drama","Duration: 60 min.","Netflix,Prime Video","Lee Chang Hee","","Im Si Wan,Lee Dong Wook,Lee Jung Eun,Ahn Eun Jin,Park Jong Hwan,Lee Joong Ok"
